-6.07616	1.37951	0.435589	-1.31797	-6.14356	1.38345	-6.0944	1.4379	0.3971	-0.9178
-5.80176	1.00144	0.709749	-0.955203	-5.7861	1.0127	-5.9101	1.0832	0.509	-0.8608
-5.66414	0.736147	0.39598	-0.650453	-5.7619	0.763803	-5.6828	0.7543	0.6129	-0.7902
-5.77248	0.7193	-0.364497	-0.0309397	-5.8248	0.7441	-5.4161	0.4566	0.7071	-0.7071
-5.46456	0.156658	0.602973	-1.47458	-5.11517	0.125309	-5.1142	0.1946	0.7901	-0.6129
-4.8016	-0.332583	1.79472	-1.23848	-4.7232	-0.3285	-4.7818	-0.0275	0.8607	-0.5091
-4.36251	-0.456223	0.815783	-0.290459	-4.30215	-0.395585	-4.4242	-0.2062	0.9177	-0.3972
-3.89876	-0.154492	1.21547	0.920103	-3.865	-0.1017	-4.0471	-0.3386	0.9603	-0.279
-1.3159	20.0098	9.92845	53.4624	-3.92992	-0.470649	-3.6563	-0.4228	0.9877	-0.1565
-2.5382	4.23497	-4.28004	-58.7678	-3.2364	-0.4754	-3.258	-0.4572	0.9995	-0.0314
-11.0955	-1.84228	-20.1916	-1.24556	-3.2911	-0.653761	-2.8586	-0.4416	0.9956	0.0941
-3.00439	-0.666259	7.59724	5.83928	-2.4462	-0.0724	-2.4643	-0.3759	0.9759	0.2181
7.07012	-4.8589	26.4145	-30.0852	-2.30862	-0.208322	-2.0813	-0.2614	0.9409	0.3387
0.561294	-2.40895	-29.5233	8.20633	-1.9004	-0.1743	-1.7157	-0.0998	0.891	0.454
-2.03676	-0.253282	0.656397	4.62747	-0.909303	0.0853533	-1.3732	0.1064	0.8271	0.5621
-1.32949	0.454085	2.08954	2.18879	-1.2155	0.3794	-1.0593	0.3539	0.7501	0.6613
-1.06162	0.858699	0.449401	1.21973	-0.692333	0.605868	-0.7789	0.6388	0.6613	0.7501
-0.559237	0.970671	1.42989	0.192203	-0.5058	0.8987	-0.5364	0.9565	0.5621	0.8271
-0.270986	1.25917	0.67733	0.822893	-0.33779	1.25711	-0.3356	1.3022	0.454	0.891
-0.0459873	1.616	0.516844	0.900779	-0.0534	1.6211	-0.1797	1.6703	0.3388	0.9409
-0.020324	1.91771	0.109575	1.59669	-0.0139886	1.44153	-0.0712	2.055	0.2182	0.9759
-0.14872	2.59628	-0.467958	1.71574	-0.1747	2.6031	-0.0118	2.4503	0.0941	0.9956
0.0545088	3.16265	0.566515	1.36532	0.0537779	3.09103	-0.0008	2.85	0	1
0.174623	3.42777	0.239631	0.566322	0.1628	3.3754	0.0274	3.2487	0.1254	0.9921
0.0556032	3.63013	-0.281876	1.13583	0.0406762	3.28115	0.1054	3.6408	0.2487	0.9686
0.225505	3.94473	0.556089	0.738706	0.2596	3.9199	0.2319	4.02	0.3682	0.9298
0.538083	4.35401	0.744427	0.558071	0.585428	4.64788	0.405	4.3803	0.4818	0.8763
0.688221	4.66314	0.328321	0.799855	0.6722	4.6779	0.6218	4.7162	0.5878	0.809
1.01907	5.01442	0.895982	1.1001	1.02252	4.92038	0.879	5.0222	0.6846	0.7289
1.24317	5.33636	0.532713	0.76124	1.2275	5.3122	1.1726	5.2935	0.7705	0.6374
1.59204	5.52542	0.954676	0.679007	1.5674	5.37388	1.4978	5.5259	0.8443	0.5358
1.81593	5.52096	0.526634	-0.110775	1.7936	5.4664	1.8496	5.7157	0.9048	0.4258
2.00647	5.90034	0.257085	0.44643	2.12445	6.35121	2.2224	5.86	0.9511	0.309
2.8728	5.95486	2.20278	0.187257	2.9474	5.9591	2.6104	5.9563	0.9823	0.1874
3.30032	6.25203	0.948629	0.72149	3.21429	6.29506	3.0073	6.0033	0.998	0.0628
3.55743	6.10848	0.517417	-0.445601	3.5202	6.0363	3.4071	6.0002	0.998	-0.0628
4.07553	5.97174	1.38269	-0.2879	4.14575	5.97743	3.8032	5.947	0.9823	-0.1874
4.24695	6.03766	0.472938	0.108621	4.214	6.0457	4.1896	5.8445	0.951	-0.309
4.34781	5.87235	0.468206	-0.134381	4.18328	5.63743	4.5601	5.6944	0.9048	-0.4258
4.90745	5.43207	1.28338	-1.05039	4.9279	5.3961	4.9089	5.4991	0.8443	-0.5358
5.29616	5.20419	0.665383	-0.792047	5.41505	5.37945	5.2305	5.2616	0.7705	-0.6374
5.6739	4.98705	0.989539	-0.517382	5.6955	5.0055	5.5197	4.9857	0.6845	-0.729
6.05996	4.8089	0.602842	-0.723117	6.24733	4.95761	5.7721	4.6757	0.5878	-0.809
5.99818	4.3949	-0.235719	-1.10735	5.9463	4.3635	5.9836	4.3365	0.4817	-0.8763
6.01161	3.96311	0.139896	-1.02015	6.0029	3.94579	6.151	3.9735	0.3681	-0.9298
6.01961	3.65995	0.0351221	-0.772946	6.0175	3.6688	6.2715	3.5924	0.2487	-0.9686
6.12009	3.09012	0.104075	-1.56393	6.20612	3.07714	6.3433	3.1991	0.1253	-0.9921
6.26935	2.7152	0.450491	-0.931598	6.2988	2.7457	6.3653	2.8	0	-1
6.35419	2.33477	-0.0296002	-1.03291	6.4352	2.36582	6.337	2.4012	-0.1253	-0.9921
6.12605	1.97507	-0.629389	-0.928917	6.089	1.9727	6.2591	2.0092	-0.2487	-0.9686
6.10703	1.47496	-0.144613	-1.31231	6.25609	1.47406	6.1325	1.63	-0.3681	-0.9298
6.08199	1.02418	-0.0459872	-1.12619	6.0898	1.0318	5.9595	1.2696	-0.4818	-0.8763
5.85118	0.760727	-0.809001	-0.642318	5.86946	0.784079	5.7427	0.9338	-0.5878	-0.809
5.43776	0.44471	-1.06476	-0.786109	5.4204	0.4391	5.4855	0.6278	-0.6846	-0.729
5.42745	0.333783	-0.248738	-0.247563	5.73619	0.389511	5.1919	0.3565	-0.7705	-0.6374
5.04755	-0.116103	-1.04027	-1.17342	4.9945	-0.1513	4.8667	0.1241	-0.8443	-0.5358
4.79228	0.034128	-0.539591	0.474006	4.74321	0.106266	4.5149	-0.0658	-0.9048	-0.4258
4.22808	-0.201192	-1.50526	-0.669835	4.1694	-0.2422	4.1421	-0.21	-0.9511	-0.309
3.69087	-0.321815	-1.13033	-0.302494	3.60251	-0.302599	3.7541	-0.3064	-0.9823	-0.1874
3.39532	-0.446894	-0.686821	-0.318451	3.4248	-0.4492	3.3572	-0.3533	-0.998	-0.0628
3.14882	-0.248808	-0.851201	0.591419	3.24525	-0.245157	2.9574	-0.3502	-0.998	0.0628
2.66526	-0.330439	-1.26863	-0.390699	2.6422	-0.3713	2.5612	-0.297	-0.9823	0.1874
2.44256	-0.399078	-0.812541	-0.0898842	2.69902	-0.41869	2.1749	-0.1945	-0.9511	0.309
1.81036	-0.109261	-1.65982	0.956428	1.7494	-0.057	1.8043	-0.0445	-0.9048	0.4258
1.42082	0.158879	-0.813639	0.678258	1.44732	0.12259	1.4556	0.1509	-0.8443	0.5358
1.08707	0.334851	-0.825055	0.348771	1.0847	0.3191	1.134	0.3884	-0.7705	0.6374
0.860617	0.653636	-0.708143	0.720038	0.978669	0.773604	0.8448	0.6643	-0.6845	0.729
0.467688	0.950838	-1.04208	0.783831	0.4479	0.9511	0.5924	0.9743	-0.5878	0.809
0.327913	1.11914	-0.282916	1.07826	0.192072	0.703864	0.3809	1.3135	-0.4818	0.8763
0.189744	1.76639	-0.381795	1.69339	0.1854	1.8075	0.2135	1.6765	-0.3681	0.9298
0.102573	2.25738	-0.208708	1.2432	0.0948733	2.15992	0.093	2.0576	-0.2487	0.9686
0.183245	2.57544	0.328798	0.732098	0.207	2.5413	0.0212	2.4509	-0.1253	0.9921
-0.0313494	3.05201	-0.598388	1.12461	-0.0668076	3.13549	-0.0008	2.85	0	1
